title,address,recommended_units,review_score,final_price
Hotel Portinari Ponte da Amizade,Foz do Iguaçu,"Quarto Duplo Standard
1 cama de casal
Café da manhã incluído
Cancelamento grátis","Com nota 7,9
7,9
Bom
657 avaliações",R$ 298
Hotel Real,"Centro de Foz do Iguaçu, Foz do Iguaçu","Quarto Deluxe com Cama de Casal ou 2 de Solteiro
Camas: 1 de casal ou 2 de solteiro
Café da manhã incluído
Restam 7 quartos por esse preço no nosso site","Com nota 8,3
8,3
Muito bom
378 avaliações",R$ 280
ibis budget Foz do Iguaçu,Foz do Iguaçu,"Quarto Standard com 3 Camas de Solteiro
Apartamento inteiro • 1 banheiro • 14 m²
3 camas de solteiro
Cancelamento grátis
Não requer pré-pagamento – pague na acomodação","Com nota 7,8
7,8
Bom
2.755 avaliações",R$ 220
Hotel Baviera Iguassu,"Centro de Foz do Iguaçu, Foz do Iguaçu","Quarto Triplo
Diversos tipos de cama
Café da manhã incluído","Com nota 7,9
7,9
Bom
674 avaliações",R$ 277
Hotel Bella Italia,"Centro de Foz do Iguaçu, Foz do Iguaçu","Quarto Standard com 2 Camas de Solteiro
2 camas de solteiro
Café da manhã incluído
Resta 1 quarto por esse preço no nosso site","Com nota 8,9
8,9
Fabuloso
1.724 avaliações",R$ 529
Hotel Coroados Foz Express,"Centro de Foz do Iguaçu, Foz do Iguaçu","Quarto Triplo
2 camas (1 de solteiro, 1 de casal)
Café da manhã incluído
Restam 5 quartos por esse preço no nosso site","Com nota 9,0
9,0
Fantástico
809 avaliações",R$ 319
Hotel Iguaçu Centro,"Centro de Foz do Iguaçu, Foz do Iguaçu","Apartamento Standard
Apartamento inteiro • 5 quartos • 1 banheiro • 16 m²
5 camas (4 de casal, 1 king-size)
Café da manhã incluído
Cancelamento grátis
Não requer pré-pagamento – pague na acomodação
Restam 2 unidades por esse preço no nosso site","Com nota 7,3
7,3
Bom
2.191 avaliações",R$ 150
Vila Nóbrega Residencial,Foz do Iguaçu,"Quarto Duplo
1 cama de casal grande
Restam 4 quartos por esse preço no nosso site","Com nota 8,1
8,1
Muito bom
682 avaliações",R$ 142
Hotel Nacional Palace,Foz do Iguaçu,"Quarto Triplo com Banheiro Privativo
2 camas (1 de solteiro, 1 king-size)
Café da manhã incluído
Restam 7 quartos por esse preço no nosso site","Com nota 7,0
7,0
Bom
881 avaliações",R$ 143
igu falls,"Centro de Foz do Iguaçu, Foz do Iguaçu","Quarto Duplo
1 cama de casal • Berço grátis sempre disponível
Café da manhã incluído
Não requer pré-pagamento – pague na acomodação","Com nota 4,6
4,6
Nota
7 avaliações",R$ 99
Pousada Rio Das Aguas,Foz do Iguaçu,"Suíte com Varanda
Suíte privativa • 1 quarto • 1 sala • 1 banheiro • 25 m²
1 cama de casal extragrande
Café da manhã incluído
Restam 3 unidades por esse preço no nosso site","Com nota 9,4
9,4
Fantástico
526 avaliações",R$ 350
Cataratas Park Hotel e Eventos,Foz do Iguaçu,"Quarto Duplo Superior
1 cama de casal
Café da manhã incluído
Cancelamento grátis
Resta 1 quarto por esse preço no nosso site","Com nota 8,6
8,6
Fabuloso
5.068 avaliações",R$ 566
Itaipu Hotel,Foz do Iguaçu,"Quarto Duplo
1 cama de casal
Café da manhã incluído
Cancelamento grátis
Não requer pré-pagamento – pague na acomodação
Restam 3 quartos por esse preço no nosso site","Com nota 8,1
8,1
Muito bom
70 avaliações",R$ 234
Rede Andrade Biton,Foz do Iguaçu,"Quarto Econômico com 2 Camas de Solteiro
2 camas de solteiro
Café da manhã incluído
Restam 3 quartos por esse preço no nosso site","Com nota 7,4
7,4
Bom
477 avaliações",R$ 171
GB Hotéis Foz,Foz do Iguaçu,"Quarto Duplo Standard
1 cama de casal
Restam 4 quartos por esse preço no nosso site","Com nota 7,6
7,6
Bom
458 avaliações",R$ 168
Hotel Dove,Foz do Iguaçu,"Quarto Duplo Standard
2 camas de solteiro
Café da manhã incluído
Cancelamento grátis
Não requer pré-pagamento – pague na acomodação
Restam 6 quartos por esse preço no nosso site","Com nota 8,9
8,9
Fabuloso
743 avaliações",R$ 280
Hotel Rouver,"Centro de Foz do Iguaçu, Foz do Iguaçu","Quarto Duplo
1 cama de casal
Café da manhã incluído
Restam 3 quartos por esse preço no nosso site","Com nota 8,8
8,8
Fabuloso
1.087 avaliações",R$ 284
Muffato Plaza Hotel,Foz do Iguaçu,"Quarto Standard com 2 Camas de Solteiro
2 camas de solteiro
Café da manhã incluído","Com nota 8,0
8,0
Muito bom
377 avaliações",R$ 405
Rede Andrade Vivaldi,Foz do Iguaçu,"Quarto Duplo Standard
1 cama de casal
Café da manhã incluído
Restam 4 quartos por esse preço no nosso site","Com nota 7,9
7,9
Bom
2.866 avaliações",R$ 223
Nadai Confort Hotel e Spa,"Centro de Foz do Iguaçu, Foz do Iguaçu","Quarto duplo de luxo - Individual
2 camas de solteiro
Café da manhã incluído","Com nota 8,9
8,9
Fabuloso
1.283 avaliações",R$ 667
