title,address,recommended_units,review_score,final_price
Hotel Farol da Ilha,"Centro de Florianópolis, Florianópolis","Quarto Duplo
1 cama de casal
Restam 6 quartos por esse preço no nosso site","Com nota 8,6
8,6
Fabuloso
1.906 avaliações",R$ 240
Slaviero Baia Norte Florianópolis,"Centro de Florianópolis, Florianópolis","Quarto Duplo Deluxe com Vista do Mar
2 camas de solteiro
Café da manhã incluído
Cancelamento grátis
Não requer pré-pagamento – pague na acomodação
Restam 2 quartos por esse preço no nosso site","Com nota 7,7
7,7
Bom
1.403 avaliações",R$ 448
Blue Tree Premium Florianópolis,"Centro de Florianópolis, Florianópolis","Quarto com 2 Camas de Solteiro
2 camas de solteiro
Café da manhã incluído
Cancelamento grátis
Restam 4 unidades por esse preço no nosso site","Com nota 8,9
8,9
Fabuloso
2.455 avaliações",R$ 843
Pousada Ilha do Campeche,"Campeche, Florianópolis","Estúdio
Estúdio inteiro • 1 banheiro • 1 cozinha • 20 m²
3 camas (2 de solteiro, 1 de casal)
Restam 2 unidades por esse preço no nosso site","Com nota 8,9
8,9
Fabuloso
888 avaliações",R$ 320
Hotel & Pousada Sonho Meu,"Canasvieiras, Florianópolis","Apartamento (2 Adultos)
1 cama de casal
Café da manhã incluído
Restam 2 quartos por esse preço no nosso site","Com nota 8,9
8,9
Fabuloso
1.219 avaliações",R$ 342
Rio Branco Hotel,"Centro de Florianópolis, Florianópolis","Quarto Econômico com Cama de Casal ou 2 de Solteiro
3 camas (2 de solteiro, 1 de casal)
Restam 4 quartos por esse preço no nosso site","Com nota 8,2
8,2
Muito bom
2.989 avaliações",R$ 305
Porto da Ilha Hotel,"Centro de Florianópolis, Florianópolis","Quarto Executivo com 2 Camas de Solteiro
Camas: 1 de casal ou 2 de solteiro
Café da manhã incluído","Com nota 8,9
8,9
Fabuloso
1.305 avaliações",R$ 556
Pousada Porto do Arvoredo,"Praia dos Ingleses, Florianópolis","Apartamento Standard (2 Adultos)
Apartamento inteiro • 1 quarto • 1 banheiro • 1 cozinha • 36 m²
3 camas (1 de casal, 2 sofás-cama)
Café da manhã incluído
Restam 2 unidades por esse preço no nosso site","Com nota 9,4
9,4
Fantástico
655 avaliações",R$ 269
Intercity Florianopolis,"Centro de Florianópolis, Florianópolis","Quarto Luxo com 2 Camas de Solteiro
2 camas de solteiro
Café da manhã incluído
Cancelamento grátis
Não requer pré-pagamento – pague na acomodação","Com nota 8,8
8,8
Fabuloso
1.753 avaliações",R$ 566
Pousada Santarina,"Lagoa da Conceição, Florianópolis","Quarto Duplo Standard
2 camas (1 de solteiro, 1 king-size)
Café da manhã incluído
Restam 5 quartos por esse preço no nosso site","Com nota 9,8
9,8
Excepcional
440 avaliações",R$ 550
Intercity Portofino Florianópolis,Florianópolis,"Quarto Standard com 2 Camas de Solteiro
2 camas de solteiro
Café da manhã incluído
Cancelamento grátis
Não requer pré-pagamento – pague na acomodação","Com nota 8,7
8,7
Fabuloso
1.378 avaliações",R$ 641
Slaviero Ingleses Convention,"Praia dos Ingleses, Florianópolis","Estúdio
Estúdio inteiro • 1 banheiro • 1 cozinha • 38 m²
Camas: 1 de casal ou 2 de solteiro
Café da manhã incluído
Cancelamento grátis
Não requer pré-pagamento – pague na acomodação
Restam 3 unidades por esse preço no nosso site","Com nota 9,0
9,0
Fantástico
1.299 avaliações",R$ 488
Hotel Bruggemann,Florianópolis,"Quarto com 2 Camas de Solteiro
2 camas de solteiro
Café da manhã incluído
Não requer pré-pagamento – pague na acomodação
Restam 2 quartos por esse preço no nosso site","Com nota 9,0
9,0
Fantástico
1.756 avaliações",R$ 349
Joaquina 433 - Pousada Floripa,"Lagoa da Conceição, Florianópolis","Quarto Duplo com Banheiro Privativo
1 cama de casal
Café da manhã incluído
Resta 1 quarto por esse preço no nosso site","Com nota 8,6
8,6
Fabuloso
622 avaliações",R$ 199
Hotel Jurerê Beach Village - OFICIAL,"Jurere Leste, Florianópolis","Estúdio Standard
Estúdio inteiro • 1 banheiro • 27 m²
1 cama de casal
Café da manhã incluído
Restam 2 unidades por esse preço no nosso site","Com nota 8,6
8,6
Fabuloso
737 avaliações",R$ 551
Bewiki,"Centro de Florianópolis, Florianópolis","Quarto com Cama de Casal ou 2 de Solteiro e Banheiro Privativo
1 cama de casal grande
Café da manhã incluído
Cancelamento grátis","Com nota 9,1
9,1
Fantástico
1.116 avaliações",R$ 560
Hotel São Sebastião da Praia,"Campeche, Florianópolis","Quarto Duplo Superior
1 cama de casal grande
Café da manhã incluído
Restam 7 quartos por esse preço no nosso site","Com nota 7,7
7,7
Bom
356 avaliações",R$ 524
Pousada da Mel - Canasvieiras Floripa,"Canasvieiras, Florianópolis","Apartamento de 1 Quarto
Apartamento inteiro • 1 quarto • 1 sala • 1 banheiro • 1 cozinha • 32 m²
4 camas (2 de solteiro, 1 de casal, 1 sofá-cama)
Resta 1 unidade por esse preço no nosso site","Com nota 9,1
9,1
Fantástico
56 avaliações",R$ 188
Pousada Vó Regina,"Canasvieiras, Florianópolis","Quarto Duplo Superior
1 cama de casal
Restam 2 quartos por esse preço no nosso site","Com nota 9,0
9,0
Fantástico
130 avaliações",R$ 216
Hotel de Carvalho,Florianópolis,"Quarto Duplo Deluxe
Camas: 1 de casal ou 2 de solteiro
Café da manhã incluído
Restam 2 quartos por esse preço no nosso site","Com nota 7,9
7,9
Bom
873 avaliações",R$ 318
Haute Haus - Guest House,"Lagoa da Conceição, Florianópolis","Quarto Duplo
1 cama de casal grande
Café da manhã incluído
Resta 1 quarto por esse preço no nosso site","Com nota 9,3
9,3
Fantástico
255 avaliações",R$ 538
Hotel Natur Campeche,"Campeche, Florianópolis","Quarto Standard com 2 Camas de Solteiro
2 camas de solteiro
Café da manhã incluído
Resta 1 quarto por esse preço no nosso site","Com nota 9,0
9,0
Fantástico
749 avaliações",R$ 415
GH Bizkaia,"Lagoa da Conceição, Florianópolis","Quarto Econômico com 2 Camas de Solteiro
3 camas de solteiro
Resta 1 quarto por esse preço no nosso site","Com nota 8,1
8,1
Muito bom
424 avaliações",R$ 160
Hotel & Pousada Favareto,"Praia dos Ingleses, Florianópolis","Quarto Triplo Standard
2 camas (1 de solteiro, 1 de casal)
Café da manhã incluído
Resta 1 quarto por esse preço no nosso site","Com nota 8,9
8,9
Fabuloso
556 avaliações",R$ 596
Gentil Hotel,"Praia dos Ingleses, Florianópolis","Apartamento Deluxe
Apartamento inteiro • 1 quarto • 1 banheiro
2 camas (1 de solteiro, 1 de casal)
Café da manhã incluído","Com nota 7,5
7,5
Bom
2.488 avaliações",R$ 159
Pousada Barbroch,"Canasvieiras, Florianópolis","Suíte Standard
Suíte privativa
1 cama de casal
Cancelamento grátis
Resta 1 unidade por esse preço no nosso site","Com nota 9,0
9,0
Fantástico
656 avaliações",R$ 185
Ingleses Park Hotel,"Praia dos Ingleses, Florianópolis","Suíte Standard
Suíte privativa • 1 quarto • 1 sala • 1 banheiro • 20 m²
1 cama de casal grande • Berço grátis sempre disponível
Café da manhã incluído","Com nota 8,9
8,9
Fabuloso
2.007 avaliações",R$ 403
Hotel Vila Mar,"Canasvieiras, Florianópolis","Suíte Dupla Standard
Suíte privativa
1 cama de casal
Café da manhã incluído
Resta 1 unidade por esse preço no nosso site","Com nota 8,3
8,3
Muito bom
1.376 avaliações",R$ 200
Hotel Residencial Ilhabela,"Barra da Lagoa, Florianópolis","Quarto Duplo
1 cama de casal
Café da manhã incluído
Restam 7 quartos por esse preço no nosso site","Com nota 8,1
8,1
Muito bom
1.618 avaliações",R$ 192
Praia Mole Hotel,"Lagoa da Conceição, Florianópolis","Apartamento - Térreo
Apartamento inteiro • 1 quarto • 1 banheiro • 35 m²
1 cama de casal
Não requer pré-pagamento – pague na acomodação","Com nota 8,1
8,1
Muito bom
108 avaliações",R$ 248
Hotel e Pousada Recanto do mar,"Praia dos Ingleses, Florianópolis (Praia do Santinho)","Quarto Deluxe (2 Adultos + 1 Criança)
2 camas (1 de solteiro, 1 de casal)
Café da manhã incluído","Com nota 6,4
6,4
Nota
424 avaliações",R$ 125
Bossa Jurerê Hotel,"Jurere Leste, Florianópolis","Suíte
Suíte privativa
1 cama de casal
Café da manhã incluído","Com nota 8,8
8,8
Fabuloso
1.280 avaliações",R$ 266
Hotel Porto Sol Beach,"Cachoeira do Bom Jesus, Florianópolis","Quarto Família com Vista para a Piscina
Diversos tipos de cama
Café da manhã incluído","Com nota 8,5
8,5
Muito bom
868 avaliações",R$ 506
Casa da Marilú,"Praia dos Ingleses, Florianópolis (Praia do Santinho)","Apartamento Estúdio
Apartamento inteiro • 1 quarto • 1 sala • 1 banheiro • 1 cozinha • 30 m²
2 camas (1 sofá-cama, 1 king-size)
Resta 1 unidade por esse preço no nosso site","Com nota 8,6
8,6
Fabuloso
110 avaliações",R$ 475
Pousada Mar de Dentro,Florianópolis,"Quarto com 2 Camas de Solteiro
Camas: 1 de casal ou 2 de solteiro
Café da manhã incluído
Restam 2 quartos por esse preço no nosso site","Com nota 9,2
9,2
Fantástico
252 avaliações",R$ 495
Costa Norte Ponta das Canas Hotel,"Ponta das Canas, Florianópolis","Apartamento Standard
Apartamento inteiro • 1 quarto • 1 banheiro • 25 m²
1 cama de casal
Café da manhã e jantar incluídos
Restam 4 unidades por esse preço no nosso site","Com nota 9,1
9,1
Fantástico
528 avaliações",R$ 778
Gaivotas Praia Hotel,"Praia dos Ingleses, Florianópolis","Estúdio Triplo Standard
Estúdio inteiro • 1 banheiro • 18 m²
2 camas (1 de solteiro, 1 de casal)
Café da manhã incluído
Restam 2 unidades por esse preço no nosso site","Com nota 8,3
8,3
Muito bom
1.142 avaliações",R$ 311
Praia Brava Hotel,"Praia Brava, Florianópolis","Deluxe
Camas: 1 de casal ou 2 de solteiro
Café da manhã incluído","Com nota 7,3
7,3
Bom
782 avaliações",R$ 342
Palm Beach Apart Hotel,"Praia dos Ingleses, Florianópolis","Apartamento Standard
Apartamento inteiro • 1 quarto • 1 banheiro • 1 cozinha • 38 m²
3 camas (2 de solteiro, 1 de casal)
Restam 3 unidades por esse preço no nosso site","Com nota 8,9
8,9
Fabuloso
1.043 avaliações",R$ 505
Penareia Floripa Beach Hotel,"Armação, Florianópolis","Quarto Triplo
Diversos tipos de cama
Restam 6 quartos por esse preço no nosso site","Com nota 9,0
9,0
Fantástico
513 avaliações",R$ 484
Residencial Terrazas,"Canasvieiras, Florianópolis","Quarto Família
3 camas de solteiro
Café da manhã incluído","Com nota 8,9
8,9
Fabuloso
128 avaliações",R$ 160
Interclass Florianópolis,Florianópolis,"Quarto Duplo Standard
1 cama de casal
Café da manhã incluído","Com nota 8,4
8,4
Muito bom
1.771 avaliações",R$ 440
VOA Samuka Hotel,"Lagoa da Conceição, Florianópolis","Quarto Duplo Standard
1 cama de casal
Café da manhã incluído","Com nota 7,9
7,9
Bom
557 avaliações",R$ 172
InnFloripa - Pousada no Campeche,"Campeche, Florianópolis","Suíte
Suíte privativa
1 cama de casal
Café da manhã incluído
Resta 1 unidade por esse preço no nosso site","Com nota 7,5
7,5
Bom
163 avaliações",R$ 165
Hotel Palace 1,"Canasvieiras, Florianópolis","Quarto Duplo Pequeno
1 cama de casal
Café da manhã incluído
Resta 1 quarto por esse preço no nosso site","Com nota 8,3
8,3
Muito bom
536 avaliações",R$ 449
Hotel Sete Ilhas,"Jurere Leste, Florianópolis","Estúdio
Estúdio inteiro • 1 banheiro • 20 m²
Camas: 1 de casal ou 2 de solteiro
Café da manhã incluído
Restam 2 unidades por esse preço no nosso site","Com nota 9,4
9,4
Fantástico
611 avaliações",R$ 739
GH Ingleses,"Praia dos Ingleses, Florianópolis","Apartamento
Apartamento inteiro • 1 quarto • 1 banheiro • 1 cozinha • 20 m²
3 camas de solteiro
Não requer pré-pagamento – pague na acomodação
Restam 4 unidades por esse preço no nosso site","Com nota 8,0
8,0
Muito bom
15 avaliações",R$ 168
Hotel & Pousada Bella Vista,"Praia dos Ingleses, Florianópolis (Praia do Santinho)","Apartamento com Vista do Mar
Apartamento inteiro • 1 quarto • 1 sala • 1 banheiro
2 camas (1 de solteiro, 1 de casal)
Café da manhã incluído
Não requer pré-pagamento – pague na acomodação","Com nota 7,8
7,8
Bom
708 avaliações",R$ 259
Caravaggio Praia Hotel,"Canasvieiras, Florianópolis","Quarto Triplo Standard
Diversos tipos de cama
Café da manhã incluído
Restam 7 quartos por esse preço no nosso site","Com nota 8,6
8,6
Fabuloso
618 avaliações",R$ 321
Lumar Hotel,"Centro de Florianópolis, Florianópolis","Quarto Duplo Standard
1 cama de casal
Café da manhã incluído","Com nota 4,7
4,7
Nota
4.578 avaliações",R$ 194
POUSADA LOS AMIGOS CAMPECHE,"Campeche, Florianópolis","Quarto Triplo com Banheiro Privativo
2 camas (1 de solteiro, 1 de casal)
Café da manhã incluído
Não requer pré-pagamento – pague na acomodação
Resta 1 quarto por esse preço no nosso site","Com nota 9,0
9,0
Fantástico
532 avaliações",R$ 300
Brisamar Suite Hotel,Florianópolis,"Quarto Triplo
Diversos tipos de cama
Café da manhã incluído
Não requer pré-pagamento – pague na acomodação","Com nota 8,4
8,4
Muito bom
971 avaliações",R$ 369
GH Canal da Barra,"Barra da Lagoa, Florianópolis","Suíte
Suíte privativa
1 cama de casal
Não requer pré-pagamento – pague na acomodação
Restam 2 unidades por esse preço no nosso site","Com nota 9,0
9,0
Fantástico
80 avaliações",R$ 350
Pousada Schmitz,"Barra da Lagoa, Florianópolis","Quarto Duplo Standard
2 camas (1 de solteiro, 1 de casal)
Restam 3 quartos por esse preço no nosso site","Com nota 9,2
9,2
Fantástico
351 avaliações",R$ 155
Ingleses Palace Hotel,"Praia dos Ingleses, Florianópolis","Suíte Superior
Suíte privativa • 1 quarto • 1 sala • 1 banheiro • 37 m²
4 camas (3 de solteiro, 1 de casal)
Café da manhã incluído
Restam 4 unidades por esse preço no nosso site","Com nota 8,7
8,7
Fabuloso
1.844 avaliações",R$ 513
Hotel Porto Madero,"Canasvieiras, Florianópolis","Apartamento Deluxe
Apartamento inteiro • 1 quarto • 1 sala • 1 banheiro • 15 m²
1 cama de casal
Café da manhã incluído
Restam 7 unidades por esse preço no nosso site","Com nota 8,9
8,9
Fabuloso
546 avaliações",R$ 260
Pousada Recanto do Aconchego,"Praia dos Ingleses, Florianópolis (Praia do Santinho)","Quarto Duplo Standard
1 cama de casal
Café da manhã incluído
Restam 2 quartos por esse preço no nosso site","Com nota 8,7
8,7
Fabuloso
604 avaliações",R$ 307
Boulevard Beach Canasvieiras Hotel,"Canasvieiras, Florianópolis","Suíte Executiva
Suíte privativa
2 camas (1 de solteiro, 1 king-size)
Café da manhã incluído","Com nota 8,4
8,4
Muito bom
1.519 avaliações",R$ 702
Flat Pietra,"Praia dos Ingleses, Florianópolis","Quarto Família
2 camas (1 sofá-cama, 1 king-size)
Café da manhã incluído
Resta 1 quarto por esse preço no nosso site","Com nota 8,9
8,9
Fabuloso
373 avaliações",R$ 479
Hotel Don Zepe,"Lagoa da Conceição, Florianópolis","Suíte
Camas: 1 de casal ou 2 de solteiro
Café da manhã incluído
Restam 2 quartos por esse preço no nosso site","Com nota 8,9
8,9
Fabuloso
536 avaliações",R$ 410
